candidate_count,base_rank_one_based_permutation,base_rank_zero_based_permutation,duplicate_rank_count,gap_count,base_score_nonincreasing_by_base_rank,base_score_desc_stable_agreement_rate,base_score_desc_stable_exact,base_score_desc_product_id_asc_agreement_rate,base_score_desc_product_id_asc_exact,base_score_desc_product_id_desc_agreement_rate,base_score_desc_product_id_desc_exact,base_score_asc_stable_agreement_rate,base_score_asc_stable_exact,retrieval_score_desc_stable_agreement_rate,retrieval_score_desc_stable_exact,semantic_rank_score_desc_stable_agreement_rate,semantic_rank_score_desc_stable_exact,final_score_desc_stable_diagnostic_only_agreement_rate,final_score_desc_stable_diagnostic_only_exact,seed,query_id
64,True,False,0,0,True,0.96875,False,1.0,True,0.96875,False,0.0,False,0.03125,False,0.0625,False,0.96875,False,263,0
61,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01639344262295082,False,0.04918032786885246,False,0.06557377049180328,False,1.0,True,263,1
59,True,False,0,0,True,0.9661016949152542,False,1.0,True,0.9322033898305084,False,0.01694915254237288,False,0.11864406779661017,False,0.06779661016949153,False,0.9661016949152542,False,263,2
51,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0196078431372549,False,0.058823529411764705,False,0.09803921568627451,False,1.0,True,263,3
64,True,False,0,0,True,0.96875,False,1.0,True,0.96875,False,0.0,False,0.140625,False,0.09375,False,0.96875,False,263,4
61,True,False,0,0,True,0.9672131147540983,False,1.0,True,0.9672131147540983,False,0.01639344262295082,False,0.01639344262295082,False,0.04918032786885246,False,0.9672131147540983,False,263,5
66,True,False,0,0,True,0.9696969696969697,False,1.0,True,0.9696969696969697,False,0.0,False,0.09090909090909091,False,0.06060606060606061,False,0.9696969696969697,False,263,6
64,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.03125,False,0.0625,False,1.0,True,263,7
70,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.014285714285714285,False,0.02857142857142857,False,1.0,True,263,8
61,True,False,0,0,True,0.9672131147540983,False,1.0,True,0.9016393442622951,False,0.01639344262295082,False,0.03278688524590164,False,0.04918032786885246,False,0.9672131147540983,False,263,9
55,True,False,0,0,True,1.0,True,1.0,True,0.9272727272727272,False,0.01818181818181818,False,0.01818181818181818,False,0.05454545454545454,False,1.0,True,263,10
51,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0196078431372549,False,0.058823529411764705,False,0.058823529411764705,False,1.0,True,263,11
59,True,False,0,0,True,0.9661016949152542,False,0.9661016949152542,False,0.9661016949152542,False,0.01694915254237288,False,0.01694915254237288,False,0.0847457627118644,False,0.9661016949152542,False,263,12
60,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.016666666666666666,False,0.05,False,1.0,True,263,13
67,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.014925373134328358,False,0.029850746268656716,False,0.029850746268656716,False,1.0,True,263,14
60,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.05,False,0.08333333333333333,False,1.0,True,263,15
57,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.017543859649122806,False,0.017543859649122806,False,0.08771929824561403,False,1.0,True,263,16
70,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.02857142857142857,False,0.07142857142857142,False,1.0,True,263,17
61,True,False,0,0,True,0.9344262295081968,False,1.0,True,0.9344262295081968,False,0.01639344262295082,False,0.03278688524590164,False,0.08196721311475409,False,0.9344262295081968,False,263,18
63,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.015873015873015872,False,0.047619047619047616,False,0.06349206349206349,False,1.0,True,263,19
64,True,False,0,0,True,0.9375,False,1.0,True,0.875,False,0.0,False,0.0625,False,0.15625,False,0.9375,False,263,20
59,True,False,0,0,True,1.0,True,1.0,True,0.9661016949152542,False,0.0,False,0.06779661016949153,False,0.11864406779661017,False,1.0,True,263,21
62,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.03225806451612903,False,0.04838709677419355,False,1.0,True,263,22
65,True,False,0,0,True,1.0,True,1.0,True,0.9384615384615385,False,0.015384615384615385,False,0.1076923076923077,False,0.07692307692307693,False,1.0,True,263,23
64,True,False,0,0,True,0.96875,False,1.0,True,0.96875,False,0.0,False,0.03125,False,0.0625,False,0.96875,False,263,24
62,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.04838709677419355,False,0.08064516129032258,False,1.0,True,263,25
61,True,False,0,0,True,0.9344262295081968,False,1.0,True,0.9344262295081968,False,0.01639344262295082,False,0.03278688524590164,False,0.08196721311475409,False,0.9344262295081968,False,263,26
51,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0196078431372549,False,0.0196078431372549,False,0.0,False,1.0,True,263,27
64,True,False,0,0,True,0.9375,False,1.0,True,0.875,False,0.0,False,0.0625,False,0.15625,False,0.9375,False,263,28
60,True,False,0,0,True,0.9666666666666667,False,1.0,True,0.9666666666666667,False,0.0,False,0.03333333333333333,False,0.08333333333333333,False,0.9666666666666667,False,263,29
61,True,False,0,0,True,0.9672131147540983,False,1.0,True,0.9672131147540983,False,0.01639344262295082,False,0.03278688524590164,False,0.08196721311475409,False,0.9672131147540983,False,263,30
58,True,False,0,0,True,0.9655172413793104,False,1.0,True,0.9310344827586207,False,0.0,False,0.017241379310344827,False,0.06896551724137931,False,0.9655172413793104,False,263,31
63,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.015873015873015872,False,0.031746031746031744,False,0.06349206349206349,False,1.0,True,263,32
61,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01639344262295082,False,0.04918032786885246,False,0.06557377049180328,False,1.0,True,263,33
59,True,False,0,0,True,0.9322033898305084,False,1.0,True,0.9322033898305084,False,0.01694915254237288,False,0.06779661016949153,False,0.0847457627118644,False,0.9322033898305084,False,263,34
51,True,False,0,0,True,1.0,True,1.0,True,0.9607843137254902,False,0.0196078431372549,False,0.058823529411764705,False,0.09803921568627451,False,1.0,True,263,35
64,True,False,0,0,True,0.9375,False,1.0,True,0.875,False,0.0,False,0.0625,False,0.15625,False,0.9375,False,263,36
60,True,False,0,0,True,0.9666666666666667,False,1.0,True,0.9666666666666667,False,0.0,False,0.11666666666666667,False,0.15,False,0.9666666666666667,False,263,37
61,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01639344262295082,False,0.09836065573770492,False,0.13114754098360656,False,1.0,True,263,38
64,True,False,0,0,True,0.9375,False,1.0,True,0.90625,False,0.0,False,0.015625,False,0.046875,False,0.9375,False,263,39
58,True,False,0,0,True,0.9655172413793104,False,1.0,True,0.9655172413793104,False,0.0,False,0.05172413793103448,False,0.05172413793103448,False,0.9655172413793104,False,263,40
62,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.06451612903225806,False,0.08064516129032258,False,0.9516129032258065,False,263,41
61,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01639344262295082,False,0.06557377049180328,False,0.08196721311475409,False,1.0,True,263,42
51,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0196078431372549,False,0.0196078431372549,False,0.0,False,1.0,True,263,43
63,True,False,0,0,True,0.9682539682539683,False,1.0,True,0.9365079365079365,False,0.015873015873015872,False,0.07936507936507936,False,0.09523809523809523,False,0.9682539682539683,False,263,44
60,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.016666666666666666,False,0.05,False,1.0,True,263,45
59,True,False,0,0,True,0.9661016949152542,False,1.0,True,0.9661016949152542,False,0.01694915254237288,False,0.03389830508474576,False,0.11864406779661017,False,0.9661016949152542,False,263,46
64,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.03125,False,0.0625,False,1.0,True,263,47
62,True,False,0,0,True,1.0,True,1.0,True,0.967741935483871,False,0.0,False,0.03225806451612903,False,0.08064516129032258,False,0.967741935483871,False,269,0
64,True,False,0,0,True,0.96875,False,1.0,True,0.96875,False,0.0,False,0.015625,False,0.03125,False,0.96875,False,269,1
60,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.15,False,0.1,False,1.0,True,269,2
54,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.0,False,0.1111111111111111,False,1.0,True,269,3
63,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.015873015873015872,False,0.031746031746031744,False,0.047619047619047616,False,1.0,True,269,4
58,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.0,False,0.06896551724137931,False,1.0,True,269,5
61,True,False,0,0,True,0.9672131147540983,False,1.0,True,0.9672131147540983,False,0.01639344262295082,False,0.03278688524590164,False,0.01639344262295082,False,0.9672131147540983,False,269,6
59,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01694915254237288,False,0.0,False,0.0847457627118644,False,1.0,True,269,7
62,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.03225806451612903,False,0.11290322580645161,False,1.0,True,269,8
59,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.01694915254237288,False,0.01694915254237288,False,0.1016949152542373,False,1.0,True,269,9
58,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.05172413793103448,False,0.0,False,1.0,True,269,10
53,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.018867924528301886,False,0.07547169811320754,False,0.09433962264150944,False,1.0,True,269,11
64,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.0,False,0.0,False,0.078125,False,0.96875,False,269,12
57,True,False,0,0,True,1.0,True,1.0,True,1.0,True,0.017543859649122806,False,0.07017543859649122,False,0.05263157894736842,False,1.0,True,269,13
62,True,False,0,0,True,0.967741935483871,False,1.0,True,0.967741935483871,False,0.0,False,0.06451612903225806,False,0.0967741935483871,False,0.967741935483871,False,269,14
